subsequence,sprot_start,sprot_end,sprot_loc,dl_start,dl_end,dl_loc
"['VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL', 'VLVNVL']","[271, 385, 129, 554, 598, 119, 209, 247, 554, 391, 129, 129, 39, 41, 197, 116, 209, 11, 11, 95, 126, 43, 104, 334, 129, 392, 565, 598]","[276, 390, 134, 559, 603, 124, 214, 252, 559, 396, 134, 134, 44, 46, 202, 121, 214, 16, 16, 100, 131, 48, 109, 339, 134, 397, 570, 603]","['Endoplasmic reticulum membrane', 'Cell membrane', 'Cytoplasm', 'Apical cell membrane', 'Cell junction', 'Endoplasmic reticulum membrane', 'Membrane', 'Cell inner membrane', 'Apical cell membrane', 'Cell membrane', 'Cytoplasm', 'Cytoplasm', 'Cell membrane', 'Cell membrane', 'Membrane', 'Cell membrane', 'Membrane', 'Cytoplasm', 'Cytoplasm', 'Cell inner membrane', 'Cell membrane', 'Cell inner membrane', 'Cytoplasm', 'Cell membrane', 'Cytoplasm', 'Cell membrane', 'Cell inner membrane', 'Cell junction']","[270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270]","[276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276]",Lysosome/Vacuole
"['TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY', 'TSTTAY']","[117, 115, 15, 308, 118, 410, 308, 40, 410, 410, 308, 331]","[122, 120, 20, 313, 123, 415, 313, 45, 415, 415, 313, 336]","['Mitochondrion', 'Mitochondrion', 'Mitochondrion', 'Endoplasmic reticulum lumen', 'Mitochondrion', 'Secreted', 'Endoplasmic reticulum lumen', 'Mitochondrion', 'Secreted', 'Secreted', 'Endoplasmic reticulum lumen', 'Cytoplasm']","[116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]","[122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122]",Lysosome/Vacuole
"['TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI', 'TQGNEVTSI']","[142, 142, 142, 142, 65, 142, 126, 87]","[150, 150, 150, 150, 73, 150, 134, 95]","['Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane']","[125, 125, 125, 125, 125, 125, 125, 125]","[134, 134, 134, 134, 134, 134, 134, 134]",Lysosome/Vacuole
"['RWNTHGHVSD', 'VGENVSD', 'VGENVSD', 'RWNTHGHVSD', 'RWNTHGHVSD']","[1049, 1132, 35, 1049, 1049]","[1058, 1138, 41, 1058, 1058]","['Cytoplasm', 'Cytoplasm', 'Nucleus', 'Cytoplasm', 'Cytoplasm']","[1156, 1224, 1224, 1156, 1156]","[1166, 1231, 1231, 1166, 1166]",Endoplasmic.reticulum
"['IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'LANTID', 'LANTID', 'LANTID', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'LANTID', 'IKVSG', 'LANTID', 'IKVSG', 'LANTID', 'LANTID', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG', 'IKVSG']","[214, 214, 106, 229, 227, 227, 126, 337, 974, 974, 1254, 1254, 4044, 94, 220, 221, 181, 16, 47, 316, 183, 128, 271, 94, 170, 701, 108, 517, 76, 683, 730, 549, 295, 69, 214, 19, 57, 187, 76, 227, 233, 31, 67, 89, 93, 93, 28, 7, 7, 119, 212, 146, 209, 8]","[218, 218, 110, 233, 231, 231, 130, 341, 978, 978, 1258, 1258, 4048, 99, 225, 226, 185, 20, 51, 320, 187, 132, 275, 98, 174, 705, 112, 521, 80, 687, 734, 553, 299, 73, 218, 24, 61, 192, 80, 232, 238, 35, 71, 93, 97, 97, 32, 11, 11, 123, 216, 150, 213, 12]","['Golgi apparatus membrane', 'Golgi apparatus membrane', 'Cytoplasm', 'Lysosome membrane', 'Lysosome membrane', 'Lysosome membrane', 'Mitochondrion', 'Cell membrane', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cell inner membrane', 'Golgi apparatus membrane', 'Golgi apparatus membrane', 'Nucleus', 'Plastid', 'Cytoplasm', 'Nucleus', 'Cytoplasm', 'Mitochondrion inner membrane', 'Cytoplasm', 'Membrane', 'Secreted', 'Cell outer membrane', 'Cytoplasm', 'Cytoplasm', 'Membrane', 'Cell inner membrane', 'Cytoplasm', 'Nucleus', 'Cell membrane', 'Periplasm', 'Golgi apparatus membrane', 'Golgi apparatus membrane', 'Secreted', 'Golgi apparatus membrane', 'Secreted', 'Golgi apparatus membrane', 'Golgi apparatus membrane', 'Plastid', 'Plastid', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Plastid', 'Cytoplasm', 'Cytoplasm', 'Secreted', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm']","[213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 222, 222, 222, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 222, 213, 222, 213, 222, 222, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213, 213]","[218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 228, 228, 228, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 228, 218, 228, 218, 228, 228, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218, 218]",Lysosome/Vacuole
"['SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG', 'SPSNGG']","[287, 118, 523, 513, 523, 287, 287, 467, 196]","[292, 123, 528, 518, 528, 292, 292, 472, 201]","['Cell membrane', 'Secreted', 'Secreted', 'Nucleus', 'Secreted', 'Cell membrane', 'Cell membrane', 'Nucleus', 'Apical cell membrane']","[117, 117, 117, 117, 117, 117, 117, 117, 117]","[123, 123, 123, 123, 123, 123, 123, 123, 123]",Lysosome/Vacuole
"['VSTAHPPT', 'VSTAHPPT']","[138, 138]","[145, 145]","['Secreted', 'Secreted']","[137, 137]","[145, 145]",Lysosome/Vacuole
"['VGYNII', 'AKTSS', 'AKTSS', 'PPNET', 'IVTNA', 'CREGV', 'CREGV', 'AITSQ', 'AITSQ', 'AITSQ', 'AKTSS', 'AKTSS', 'AKTSS', 'IVTNA', 'IVTNA', 'IVTNA', 'IVTNA', 'IVTNA', 'IVTNA', 'AITSQ', 'CREGV', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'IVTNA', 'AITSQ', 'AITSQ', 'AITSQ', 'PPNET', 'PPNET', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'IVTNA', 'IVTNA', 'PPNET', 'AITSQ', 'AITSQ', 'AITSQ', 'AKTSS', 'AKTSS', 'CREGV', 'IVTNA', 'CREGV', 'AITSQ', 'AITSQ', 'AITSQ', 'AKTSS', 'AITSQ', 'AKTSS', 'AKTSS', 'AITSQ', 'AITSQ', 'AITSQ', 'AKTSS', 'AKTSS', 'IVTNA', 'VQENGL', 'VQENGL', 'VQENGL', 'PPNET', 'AITSQ', 'AKTSS', 'CREGV', 'CREGV', 'PPNET', 'IVTNA', 'IVTNA', 'IVTNA', 'VGYNII', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'AKTSS', 'IVTNA', 'PPNET', 'PPNET', 'AITSQ']","[704, 46, 46, 609, 127, 385, 385, 57, 94, 2512, 79, 208, 185, 215, 215, 193, 193, 219, 224, 363, 310, 395, 298, 297, 180, 165, 165, 252, 32, 56, 22, 508, 396, 261, 177, 92, 141, 36, 357, 83, 32, 410, 603, 703, 906, 564, 1149, 1196, 1086, 1345, 1349, 902, 442, 603, 1873, 1387, 1371, 4964, 10207, 25, 126, 126, 65, 28, 149, 92, 55, 143, 40, 51, 125, 188, 770, 43, 76, 46, 246, 65, 212, 38, 61, 4, 57]","[709, 50, 50, 613, 131, 389, 389, 61, 98, 2516, 83, 212, 189, 219, 219, 197, 197, 223, 228, 367, 314, 399, 302, 301, 184, 169, 169, 256, 36, 60, 26, 512, 400, 265, 181, 96, 145, 40, 361, 87, 36, 414, 607, 707, 910, 568, 1153, 1200, 1090, 1349, 1353, 906, 446, 607, 1877, 1391, 1375, 4968, 10211, 29, 131, 131, 70, 32, 153, 96, 59, 147, 44, 55, 129, 192, 775, 47, 80, 50, 250, 69, 216, 42, 65, 8, 61]","['Cell membrane', 'Cell membrane', 'Cell membrane', 'Endoplasmic reticulum membrane', 'Mitochondrion', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Membrane', 'Nucleus', 'Cell junction', 'Secreted', 'Cytoplasm', 'Secreted', 'Cell membrane', 'Cell membrane', 'Mitochondrion intermembrane space', 'Mitochondrion intermembrane space', 'Secreted', 'Secreted', 'Secreted', 'Cytoplasm', 'Nucleus', 'Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Endoplasmic reticulum membrane', 'Cytoplasm', 'Nucleus', 'Nucleus', 'Membrane', 'Membrane', 'Secreted', 'Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cell membrane', 'Nucleus', 'Nucleus', 'Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Membrane', 'Cytoplasm', 'Secreted', 'Nucleus', 'Nucleus', 'Nucleus', 'Cell membrane', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Nucleus', 'Cell projection', 'Cell projection', 'Cytoplasm', 'Cell membrane', 'Plastid', 'Cytoplasm', 'Cytoplasm', 'Plastid', 'Cytoplasm', 'Cytoplasm', 'Membrane', 'Cell inner membrane', 'Host nucleus', 'Secreted', 'Cellular thylakoid membrane', 'Cytoplasm', 'Cell membrane', 'Membrane', 'Plastid', 'Nucleus', 'Cell membrane', 'Endoplasmic reticulum membrane', 'Plastid', 'Endosome', 'Secreted', 'Cytoplasm', 'Cell membrane', 'Membrane']","[703, 3122, 3122, 2085, 958, 2115, 2115, 840, 840, 840, 3122, 3122, 3122, 958, 958, 958, 958, 958, 958, 840, 2115, 3122, 3122, 3122, 3122, 3122, 958, 840, 840, 840, 2085, 2085, 3122, 3122, 3122, 3122, 958, 958, 2085, 840, 840, 840, 3122, 3122, 2115, 958, 2115, 840, 840, 840, 3122, 840, 3122, 3122, 840, 840, 840, 3122, 3122, 958, 1586, 1586, 1586, 2085, 840, 3122, 2115, 2115, 2085, 958, 958, 958, 703, 3122, 3122, 3122, 3122, 3122, 3122, 958, 2085, 2085, 840]","[709, 3127, 3127, 2090, 963, 2120, 2120, 845, 845, 845, 3127, 3127, 3127, 963, 963, 963, 963, 963, 963, 845, 2120, 3127, 3127, 3127, 3127, 3127, 963, 845, 845, 845, 2090, 2090, 3127, 3127, 3127, 3127, 963, 963, 2090, 845, 845, 845, 3127, 3127, 2120, 963, 2120, 845, 845, 845, 3127, 845, 3127, 3127, 845, 845, 845, 3127, 3127, 963, 1592, 1592, 1592, 2090, 845, 3127, 2120, 2120, 2090, 963, 963, 963, 709, 3127, 3127, 3127, 3127, 3127, 3127, 963, 2090, 2090, 845]",Lysosome/Vacuole
"['ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY', 'ALNDVTGY']","[168, 168, 153, 153, 142, 263, 181, 190]","[175, 175, 160, 160, 149, 270, 188, 197]","['Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane', 'Mitochondrion inner membrane']","[167, 167, 167, 167, 167, 167, 167, 167]","[175, 175, 175, 175, 175, 175, 175, 175]",Lysosome/Vacuole
"['THTSQIEII', 'THTSQIEII']","[63, 63]","[71, 71]","['Nucleus', 'Nucleus']","[62, 62]","[71, 71]",Lysosome/Vacuole
"['AATESL', 'AATESL', 'AATESL', 'AETEKQ', 'AETEKQ', 'AETEKQ', 'AETEKQ', 'AATESL', 'AETEKQ', 'AATESL', 'AATESL', 'AATESL', 'AETEKQ', 'AATESL', 'AATESL', 'AATESL', 'AETEKQ', 'AETEKQ', 'AETEKQ', 'AETEKQ', 'AATESL', 'AATESL', 'AETEKQ']","[170, 171, 171, 450, 454, 46, 1103, 27, 428, 54, 310, 963, 46, 435, 27, 27, 137, 137, 42, 374, 133, 306, 1103]","[175, 176, 176, 455, 459, 51, 1108, 32, 433, 59, 315, 968, 51, 440, 32, 32, 142, 142, 47, 379, 138, 311, 1108]","['Secreted', 'Secreted', 'Secreted', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cell junction', 'Cytoplasm', 'Nucleus', 'Plastid', 'Endoplasmic reticulum lumen', 'Cytoplasm', 'Cytoplasm', 'Secreted', 'Cytoplasm', 'Cytoplasm', 'Cell membrane', 'Cell membrane', 'Cytoplasm', 'Cytoplasm', 'Secreted', 'Endoplasmic reticulum lumen', 'Cell junction']","[26, 26, 26, 33, 33, 33, 33, 26, 33, 26, 26, 26, 33, 26, 26, 26, 33, 33, 33, 33, 26, 26, 33]","[32, 32, 32, 39, 39, 39, 39, 32, 39, 32, 32, 32, 39, 32, 32, 32, 39, 39, 39, 39, 32, 32, 39]",Lysosome/Vacuole
"['EGVETL', 'EGVETL', 'ITEYV', 'EGVETL', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'EGVETL', 'EGVETL', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'EGVETL', 'ITEYV', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'EGVETL', 'ITEYV', 'EGVETL', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV', 'ITEYV']","[343, 185, 28, 196, 505, 844, 454, 1063, 28421, 241, 246, 122, 120, 244, 154, 298, 275, 765, 476, 481, 442, 604, 1344, 1344, 74, 188, 243, 218, 221, 366, 262, 188, 188, 186, 327, 327, 327, 327, 327, 327, 327, 164, 154, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 182, 358, 746, 765, 825, 781, 841, 726, 604, 357]","[348, 190, 32, 201, 509, 848, 458, 1067, 28425, 245, 250, 126, 124, 249, 159, 302, 279, 769, 480, 485, 446, 608, 1348, 1348, 78, 193, 247, 223, 226, 371, 267, 192, 192, 190, 331, 331, 331, 331, 331, 331, 331, 168, 159, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 187, 362, 751, 769, 829, 785, 845, 730, 608, 361]","['Nucleus', 'Nucleus', 'Secreted', 'Nucleus', 'Cell membrane', 'Cytoplasm', 'Secreted', 'Membrane', 'Cytoplasm', 'Plastid', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Mitochondrion inner membrane', 'Cytoplasm', 'Secreted', 'Cytoplasm', 'Membrane', 'Membrane', 'Host nucleus', 'Cytoplasm', 'Nucleus', 'Nucleus', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Plastid', 'Mitochondrion inner membrane', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Nucleus', 'Mitochondrion inner membrane', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm']","[195, 195, 239, 195, 239, 239, 239, 239, 239, 239, 239, 239, 239, 195, 195, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 195, 239, 195, 195, 195, 195, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 239, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 239, 195, 239, 239, 239, 239, 239, 239, 239]","[201, 201, 244, 201, 244, 244, 244, 244, 244, 244, 244, 244, 244, 201, 201, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 201, 244, 201, 201, 201, 201, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 244, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 201, 244, 201, 244, 244, 244, 244, 244, 244, 244]",Lysosome/Vacuole
"['MSVSVECVNIC', 'MSVSVECVNIC', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'MSVSVECVNIC', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG', 'TKGDG']","[7, 7, 323, 226, 259, 259, 259, 688, 805, 805, 802, 793, 793, 136, 174, 176, 176, 175, 179, 175, 175, 181, 174, 160, 279, 284, 66, 43, 352, 52, 367, 72, 803, 72, 128, 1076, 1351, 802, 285, 793, 319, 128, 7, 7, 28, 162, 136, 136, 115, 115, 99, 91, 89, 99, 99, 177, 99, 198, 41, 215, 166, 319, 352, 352, 352, 352, 319, 226, 226, 226, 226, 226, 319, 53, 128, 128, 52, 259, 72, 262, 262, 156, 128, 588, 793]","[17, 17, 327, 230, 263, 263, 263, 692, 809, 809, 806, 797, 797, 140, 178, 180, 180, 179, 183, 179, 179, 185, 178, 164, 283, 288, 70, 47, 356, 56, 371, 76, 807, 76, 132, 1080, 1355, 806, 289, 797, 323, 132, 17, 11, 32, 166, 140, 140, 119, 119, 103, 95, 93, 103, 103, 181, 103, 202, 45, 219, 170, 323, 356, 356, 356, 356, 323, 230, 230, 230, 230, 230, 323, 57, 132, 132, 56, 263, 76, 266, 266, 160, 132, 592, 797]","['Plastid', 'Plastid', 'Nucleus', 'Mitochondrion', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cell membrane', 'Membrane', 'Membrane', 'Membrane', 'Membrane', 'Membrane', 'Cell outer membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell membrane', 'Cell inner membrane', 'Nucleus', 'Nucleus', 'Golgi apparatus membrane', 'Membrane', 'Periplasm', 'Cell inner membrane', 'Mitochondrion inner membrane', 'Cell inner membrane', 'Cytoplasm', 'Cell inner membrane', 'Cytoplasm', 'Nucleus', 'Membrane', 'Membrane', 'Virion', 'Membrane', 'Cell outer membrane', 'Cytoplasm', 'Plastid', 'Secreted', 'Secreted', 'Cell projection', 'Cell outer membrane', 'Cell outer membrane', 'Endoplasmic reticulum lumen', 'Endoplasmic reticulum lumen', 'Membrane', 'Endoplasmic reticulum lumen', 'Secreted', 'Membrane', 'Membrane', 'Cell membrane', 'Membrane', 'Nucleus', 'Cytoplasm', 'Mitochondrion', 'Cell inner membrane', 'Cell outer membrane', 'Periplasm', 'Periplasm', 'Periplasm', 'Periplasm', 'Cell membrane', 'Mitochondrion', 'Mitochondrion', 'Mitochondrion', 'Mitochondrion', 'Mitochondrion', 'Cell inner membrane', 'Cell membrane', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cytoplasm', 'Cell inner membrane', 'Mitochondrion matrix', 'Mitochondrion matrix', 'Cytoplasm', 'Cytoplasm', 'Membrane', 'Membrane']","[6, 6, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 6, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]","[17, 17, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 17, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",Lysosome/Vacuole
"['MSEHSPEASSTYA', 'KQPNMP']","[1, 2743]","[13, 2748]","['Nucleus', 'Plastid']","[0, 129]","[13, 135]",Endoplasmic.reticulum
"['QKIQNAY', 'QKIQNAY']","[66, 66]","[72, 72]","['Nucleus', 'Nucleus']","[65, 65]","[72, 72]",Lysosome/Vacuole
"['MAVAPSFNMTNPQ', 'PAIEGGISEVEII', 'VDEETK', 'VDEETK', 'VDEETK', 'VDEETK', 'VDEETK', 'VDEETK', 'MAVAPSFNMTNPQ', 'PAIEGGISEVEII', 'VDEETK', 'VDEETK', 'VDEETK', 'VDEETK']","[1, 14, 12, 536, 740, 649, 841, 341, 1, 14, 609, 148, 670, 3]","[13, 26, 17, 541, 745, 654, 846, 346, 13, 26, 614, 153, 675, 8]","['Cell membrane', 'Cell membrane', 'Mitochondrion inner membrane', 'Membrane', 'Cytoplasm', 'Mitochondrion', 'Cytoplasm', 'Nucleus', 'Cell membrane', 'Cell membrane', 'Cell inner membrane', 'Nucleus', 'Nucleus', 'Nucleus']","[0, 13, 29, 29, 29, 29, 29, 29, 0, 13, 29, 29, 29, 29]","[13, 26, 35, 35, 35, 35, 35, 35, 13, 26, 35, 35, 35, 35]",Lysosome/Vacuole
